City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,canacona,14.9959,74.0506,80.13,88,67,3.36,IN,1691697810
292,nuuk,64.1835,-51.7216,48.81,81,75,2.3,GL,1691697810
293,maun,-19.9833,23.4167,69.76,28,0,8.05,BW,1691697811
294,las lomitas,-24.7096,-60.593,95.99,25,5,12.28,AR,1691697811
295,tazovsky,67.4667,78.7,45.27,66,1,20.65,RU,1691697811
296,bairnsdale,-37.8333,147.6167,40.05,90,9,6.26,AU,1691697812
297,parkes,-33.1333,148.1833,36.36,82,0,2.48,AU,1691697812
298,tukrah,32.5341,20.5791,78.78,64,0,14.16,LY,1691697812
299,nikel,69.4128,30.222,71.78,65,1,8.59,RU,1691697812
300,belmonte,-15.8631,-38.8828,74.62,73,41,6.22,BR,1691697813
301,lauro de freitas,-12.8944,-38.3272,80.62,65,40,11.5,BR,1691697736
302,nizhnesortymskiy,62.4397,71.7603,49.28,75,95,18.97,RU,1691697813
303,tarrafal,15.2833,-23.7667,81.39,74,16,12.39,CV,1691697813
304,wete,-5.0559,39.7294,72.93,82,4,7.23,TZ,1691697813
305,kyzyl-suu,42.3414,78.0056,65.19,54,100,5.66,KG,1691697813
306,la'ie,21.6477,-157.9253,85.96,68,51,16.98,US,1691697814
307,pekan,3.4836,103.3996,78.91,89,57,4.65,MY,1691697814
308,zuni pueblo,35.0725,-108.8506,81.3,33,11,16.26,US,1691697815
309,berdigestyakh,62.0989,126.6992,53.73,93,0,5.64,RU,1691697818
310,ushtobe,45.2514,77.9838,75.24,45,66,10.38,KZ,1691697819
311,seosan,36.7817,126.4522,73.53,92,100,10.0,KR,1691697819
312,minas de marcona,-15.2119,-75.1103,60.91,71,13,18.14,PE,1691697819
313,port hedland,-20.3167,118.5667,62.65,82,0,6.91,AU,1691697820
314,tura,25.5198,90.2201,75.06,98,100,4.56,IN,1691697820
315,burang,30.25,81.1667,53.62,83,100,4.03,CN,1691697821
316,puerto penasco,31.3167,-113.5333,87.91,66,40,23.0,MX,1691697605
317,tarfaya,27.9358,-12.9218,71.98,89,78,20.24,MA,1691697821
318,bodo,67.28,14.405,64.45,67,0,13.8,NO,1691697753
319,villa gesell,-37.2639,-56.973,60.06,81,100,11.72,AR,1691697821
320,klyuchi,52.2667,79.1667,63.01,91,97,9.6,RU,1691697821
321,manokwari,-0.8667,134.0833,77.58,79,42,3.91,ID,1691697821
322,port-vila,-17.7338,168.3219,65.8,55,20,11.5,VU,1691697822
323,melfi,40.9965,15.6514,67.5,50,59,1.66,IT,1691697822
324,tutong,4.8,114.65,78.89,90,98,4.85,BN,1691697822
325,jiwani,25.05,61.7417,80.58,85,100,9.71,PK,1691697822
326,mandera,3.9366,41.867,84.07,43,99,18.77,KE,1691697822
327,plesetsk,62.708,40.2916,64.31,91,15,3.11,RU,1691697823
328,port lincoln,-34.7333,135.8667,48.67,79,4,5.32,AU,1691697823
329,lautoka,-17.6167,177.4667,67.86,100,75,5.75,FJ,1691697823
330,tazacorte,28.629,-17.9293,77.97,65,0,17.27,ES,1691697823
331,marsh harbour,26.5412,-77.0636,86.29,67,29,1.92,BS,1691697823
332,mersing,2.4312,103.8405,75.11,94,20,5.75,MY,1691697824
333,brisas de zicatela,15.8369,-97.0419,90.12,58,40,6.91,MX,1691697824
334,cabo san lucas,22.8909,-109.9124,95.61,68,37,1.99,MX,1691697628
335,eregli,37.5133,34.0467,79.34,44,1,0.43,TR,1691697824
336,cloquet,46.7216,-92.4594,76.39,43,0,4.61,US,1691697676
337,itaiba,-8.9475,-37.4228,75.36,62,71,12.68,BR,1691697825
338,saint-pierre,-21.3393,55.4781,67.68,68,0,6.91,RE,1691697825
339,nizhniy kuranakh,58.8353,125.4869,62.42,67,92,6.13,RU,1691697825
340,douliu,23.7094,120.5433,82.76,99,96,1.99,TW,1691697687
341,happy valley-goose bay,53.3168,-60.3315,61.11,67,75,6.91,CA,1691697625
342,campbell river,50.0163,-125.2446,71.6,60,75,6.91,CA,1691697645
343,puerto aysen,-45.4,-72.7,46.44,87,100,0.0,CL,1691697755
344,beytussebap,37.5694,43.1681,74.64,27,10,3.51,TR,1691697826
345,labuan,5.2767,115.2417,79.16,88,20,0.0,MY,1691697826
346,borzya,50.3833,116.5167,61.16,88,100,4.68,RU,1691697826
347,glendive,47.1053,-104.7125,84.76,32,20,23.02,US,1691697812
348,santo antonio do ica,-3.1022,-67.9397,89.29,58,91,3.22,BR,1691697703
349,francistown,-21.17,27.5079,56.68,67,11,12.33,BW,1691697827
350,masterton,-40.9597,175.6575,39.96,96,96,3.65,NZ,1691697827
351,stephenville,32.2207,-98.2023,108.25,25,0,3.44,US,1691697827
352,cachoeira do sul,-30.0392,-52.8939,73.63,79,50,5.21,BR,1691697818
353,phan rang-thap cham,11.5667,108.9833,77.86,86,9,3.85,VN,1691697827
354,alvaraes,-3.2208,-64.8042,85.87,72,99,3.29,BR,1691697828
355,la gi,10.6667,107.7833,78.76,88,20,9.1,VN,1691697683
356,port mathurin,-19.6833,63.4167,72.84,80,36,19.37,MU,1691697828
357,lu-uk,5.9684,121.3122,78.46,86,100,3.62,PH,1691697828
358,uberaba,-19.7483,-47.9319,88.38,23,0,5.75,BR,1691697782
359,howrah,22.5892,88.3103,84.2,84,75,6.91,IN,1691697633
360,pacific grove,36.6177,-121.9166,76.64,76,0,11.5,US,1691697829
361,gypsum,39.6469,-106.9517,83.35,24,0,21.85,US,1691697648
362,sumbe,-11.2061,13.8437,68.25,88,50,6.29,AO,1691697830
363,zapala,-38.8992,-70.0544,46.36,49,2,30.15,AR,1691697830
364,saint-louis,16.3333,-15.0,91.04,41,100,18.52,SN,1691697830
365,buala,-8.145,159.5921,77.97,87,100,18.43,SB,1691697830
366,banda aceh,5.5577,95.3222,79.12,85,52,8.86,ID,1691697830
367,mukalla,14.5425,49.1242,87.3,60,100,8.66,YE,1691697600
368,mandiana,10.6333,-8.6833,74.23,93,93,6.11,GN,1691697831
369,san luis de la loma,17.2706,-100.8939,87.01,68,100,7.0,MX,1691697831
370,antsiranana,-12.2787,49.2917,72.12,79,0,11.1,MG,1691697831
371,itaituba,-4.2761,-55.9836,96.96,49,40,9.22,BR,1691697744
372,kidal,18.4411,1.4078,85.62,50,32,17.36,ML,1691697557
373,cadale,2.7603,46.3222,76.73,84,79,16.71,SO,1691697831
374,colonia,50.9333,6.95,69.96,68,0,4.61,DE,1691697666
375,paulden,34.8856,-112.4682,92.08,34,10,7.0,US,1691697659
376,nueva palmira,-33.8833,-58.4167,64.96,76,100,6.29,UY,1691697832
377,serenje,-13.2325,30.2352,55.04,51,0,6.26,ZM,1691697832
378,bel ombre,-4.6167,55.4167,78.64,78,20,3.44,SC,1691697832
379,inverloch,-38.6333,145.7167,52.0,74,100,13.0,AU,1691697833
380,kiiminki,65.1314,25.7974,58.66,10,58,5.01,FI,1691697833
381,wotho,10.1657,166.0102,82.11,75,21,8.46,MH,1691697833
382,camocim,-2.9022,-40.8411,83.5,62,84,17.85,BR,1691697831
383,yatou,37.15,122.3833,75.15,76,100,17.9,CN,1691697833
384,port douglas,-16.4833,145.4667,69.94,77,98,12.8,AU,1691697834
385,lobujya,27.95,86.8167,41.18,84,99,2.73,NP,1691697834
386,suva,-18.1416,178.4415,67.48,100,100,0.0,FJ,1691697834
387,barrouallie,13.2333,-61.2667,85.62,74,40,8.05,VC,1691697834
388,matoury,4.8483,-52.3317,87.76,66,37,12.66,GF,1691697834
389,kita,13.0349,-9.4895,76.6,90,97,3.09,ML,1691697834
390,freetown,8.484,-13.2299,77.61,86,100,11.21,SL,1691697615
391,saint-leu,-21.15,55.2833,67.06,89,5,2.73,RE,1691697835
392,queenstown,-31.8976,26.8753,54.72,48,0,4.83,ZA,1691697835
393,keffi,8.8486,7.8736,72.72,93,100,1.36,NG,1691697835
394,sao joao da barra,-21.6403,-41.0511,77.09,79,12,16.44,BR,1691697835
395,arraias,-12.9288,-46.9437,88.61,22,93,5.01,BR,1691697835
396,jiangyou,31.7667,104.7167,76.41,90,85,4.7,CN,1691697836
397,kudahuvadhoo,2.6708,72.8944,82.99,76,100,14.45,MV,1691697836
398,roses,42.262,3.1769,84.83,71,77,7.43,ES,1691697836
399,fortuna,40.5982,-124.1573,69.93,79,100,8.05,US,1691697836
400,reggane,26.7158,0.1714,101.55,10,0,11.43,DZ,1691697836
401,ciudad lazaro cardenas,17.9583,-102.2,88.66,62,84,6.85,MX,1691697836
402,roswell,34.0232,-84.3616,85.23,66,0,16.11,US,1691697836
403,baglung,28.2719,83.5898,71.49,94,100,3.13,NP,1691697837
404,lamar,33.6668,-95.5836,103.64,47,20,9.22,US,1691697837
405,lafayette,30.2335,-92.0668,100.35,51,40,13.8,US,1691697837
406,kwadukuza,-29.3282,31.2895,64.29,88,8,8.79,ZA,1691697837
407,vanimo,-2.6741,141.3028,78.17,90,98,7.31,PG,1691697838
408,pauls valley,34.7401,-97.2223,95.31,38,0,6.91,US,1691697838
409,kannur,11.8675,75.3576,77.7,89,100,8.32,IN,1691697838
410,goulburn,-34.75,149.7167,35.78,97,5,4.0,AU,1691697628
411,villa angela,-27.5738,-60.7153,90.32,33,24,8.28,AR,1691697838
412,al hadd,26.2456,50.6542,94.05,75,0,10.36,BH,1691697838
413,salaqi,40.5414,110.5108,74.57,77,97,1.95,CN,1691697838
414,sampit,-2.5333,112.95,72.01,89,59,2.19,ID,1691697839
415,sioux center,43.0797,-96.1756,83.01,71,100,1.99,US,1691697839
416,santa marta de ortigueira,43.6833,-7.85,69.8,82,91,3.22,ES,1691697839
417,namtsy,62.7161,129.6658,53.38,74,0,4.47,RU,1691697839
418,sola,-13.8833,167.55,74.05,68,100,28.66,VU,1691697840
419,mbaiki,3.8678,17.9892,70.9,98,47,2.3,CF,1691697840
420,bikenibeu village,1.3673,173.1241,84.16,79,40,1.14,KI,1691697840
421,bakchar,57.0186,82.0711,47.41,98,100,4.54,RU,1691697841
422,ladario,-19.0047,-57.6017,95.09,46,0,10.36,BR,1691697754
423,st. john's,47.5649,-52.7093,71.78,92,75,8.05,CA,1691697841
424,tarauaca,-8.1614,-70.7656,91.98,45,100,2.13,BR,1691697842
425,lamu,-2.2717,40.902,77.22,84,67,16.11,KE,1691697842
426,pangody,65.85,74.4859,44.22,80,1,19.24,RU,1691697843
427,daru,-9.0763,143.2092,74.71,76,96,17.18,PG,1691697843
428,coyhaique,-45.5752,-72.0662,49.95,57,75,5.75,CL,1691697844
429,acarau,-2.8856,-40.12,81.36,68,33,18.84,BR,1691697673
430,sebdou,34.637,-1.3314,79.9,28,0,4.41,DZ,1691697844
431,miranda,3.2499,-76.2281,89.73,41,71,2.46,CO,1691697845
432,alta,69.9689,23.2717,70.86,68,75,4.61,NO,1691697845
433,dudinka,69.4058,86.1778,54.63,56,70,24.54,RU,1691697845
434,kananga,-5.8958,22.4178,81.75,42,100,2.42,CD,1691697629
435,humberto de campos,-2.5983,-43.4611,83.64,65,17,9.44,BR,1691697846
436,la sarre,48.8002,-79.1996,68.88,60,53,7.31,CA,1691697742
437,okhotsk,59.3833,143.3,55.45,90,93,5.32,RU,1691697846
438,illizi,26.4833,8.4667,93.0,12,0,8.79,DZ,1691697847
439,nantucket,41.2835,-70.0995,78.85,69,0,12.66,US,1691697847
440,moroni,-11.7022,43.2551,74.32,76,1,11.79,KM,1691697848
441,sambava,-14.2667,50.1667,69.13,89,4,7.72,MG,1691697848
442,mount pearl,47.5166,-52.7813,70.95,91,75,8.05,CA,1691697848
443,polyarnyy,69.1989,33.4478,64.11,70,0,10.92,RU,1691697848
444,vizinga,61.0749,50.1031,63.23,74,15,1.34,RU,1691697849
445,el charco,2.4769,-78.1105,84.78,74,76,8.41,CO,1691697849
446,deming,32.2687,-107.7586,93.09,26,0,9.22,US,1691697850
447,meulaboh,4.1363,96.1285,76.51,91,91,3.74,ID,1691697850
448,zavodskoy,43.4597,132.2922,69.39,100,75,2.24,RU,1691697851
449,bontang,0.1333,117.5,77.16,87,100,9.53,ID,1691697851
450,bereket,39.2446,55.5154,91.26,21,0,8.81,TM,1691697851
451,tanhacu,-14.0214,-41.2481,82.62,28,63,8.19,BR,1691697851
452,irtyshsk,53.3333,75.4572,61.02,66,100,11.65,KZ,1691697852
453,midvagur,62.0511,-7.1939,54.43,87,100,14.97,FO,1691697852
454,cockburn town,21.4612,-71.1419,84.38,82,100,18.54,TC,1691697570
455,wanning,18.8003,110.3967,81.43,81,98,8.72,CN,1691697853
456,graham,47.0529,-122.2943,72.7,63,100,3.44,US,1691697661
457,point pleasant,40.0832,-74.0682,74.16,84,100,10.36,US,1691697841
458,barra de santo antonio,-9.4047,-35.5072,76.28,81,4,8.32,BR,1691697755
459,sucua,-2.4667,-78.1667,86.74,48,75,2.3,EC,1691697853
460,tambopata,-12.7333,-69.1833,93.09,52,40,4.61,PE,1691697854
461,onguday,50.75,86.15,60.51,69,94,3.51,RU,1691697854
462,dunedin,-45.8742,170.5036,36.81,77,100,1.99,NZ,1691697854
463,tobelo,1.7284,128.0095,77.77,84,97,7.52,ID,1691697854
464,chegdomyn,51.1167,133.0167,57.38,82,55,2.01,RU,1691697859
465,china,25.7,-99.2333,107.37,22,0,10.51,MX,1691697860
466,umm kaddadah,13.6017,26.6876,90.57,38,2,6.73,SD,1691697860
467,kenai,60.5544,-151.2583,59.09,94,100,6.91,US,1691697860
468,xicotencatl,23.0167,-98.8833,104.54,29,0,11.68,MX,1691697860
469,la tuque,47.4334,-72.7824,75.45,60,97,2.3,CA,1691697743
470,arica,-18.475,-70.3042,71.15,68,100,17.27,CL,1691697792
471,greenwood,34.1668,-82.1165,88.63,55,0,13.8,US,1691697861
472,lazaro cardenas,17.9583,-102.2,88.66,62,84,6.85,MX,1691697861
473,santo antonio,-6.3106,-35.4789,78.67,68,80,14.7,BR,1691697861
474,lospalos,-8.5186,127.0025,66.97,89,7,5.77,TL,1691697861
475,tynda,55.1667,124.7167,56.16,84,91,2.1,RU,1691697862
476,san patricio,28.017,-97.5169,102.92,41,0,17.98,US,1691697862
477,tuapse,44.1125,39.0742,76.53,92,15,1.63,RU,1691697862
478,oriximina,-1.7656,-55.8661,88.77,50,91,6.58,BR,1691697862
479,cudillero,43.5622,-6.1459,74.32,73,0,3.44,ES,1691697862
480,port isabel,26.0734,-97.2086,98.64,60,20,24.16,US,1691697863
481,burhanuddin,22.4918,90.7235,81.23,84,100,8.01,BD,1691697863
482,garbahaarrey,3.3289,42.2209,79.27,51,81,22.86,SO,1691697864
483,south gastonia,35.2193,-81.2056,89.78,74,40,4.61,US,1691697608
484,murzuq,25.9155,13.9184,87.24,23,0,9.64,LY,1691697864
485,dalandzadgad,43.5708,104.425,70.47,56,0,14.12,MN,1691697865
486,yuzhno-kurilsk,44.0306,145.8556,68.07,97,100,11.32,RU,1691697865
487,luderitz,-26.6481,15.1594,69.04,50,5,3.09,NA,1691697866
488,fort bragg,35.139,-79.006,91.81,61,40,12.66,US,1691697866
489,gao,16.6362,1.637,93.06,39,15,10.42,ML,1691697740
490,galle,6.0367,80.217,79.43,86,100,6.96,LK,1691697866
491,opuwo,-18.0607,13.84,66.54,32,0,6.69,NA,1691697866
492,kuta,-8.7233,115.1723,73.35,88,20,5.99,ID,1691697866
493,vila franca do campo,37.7167,-25.4333,75.61,88,39,0.74,PT,1691697867
494,gryazovets,58.88,40.2525,65.16,94,89,4.85,RU,1691697867
495,khandyga,62.6667,135.6,56.89,66,17,3.87,RU,1691697867
496,remire-montjoly,4.9167,-52.2667,87.84,66,44,12.66,GF,1691697868
497,waterford,42.7023,-83.4027,81.72,68,40,14.97,US,1691697868
498,channagiri,14.0333,75.9333,70.59,92,97,9.4,IN,1691697868
499,amahai,-3.3333,128.9167,74.44,88,84,4.65,ID,1691697868
500,san jose del guaviare,2.5729,-72.6459,78.55,89,100,3.58,CO,1691697869
501,mojo,8.6,39.1167,62.4,81,69,3.51,ET,1691697869
502,simanggang,1.2472,111.4528,75.18,100,98,0.0,MY,1691697869
503,piton saint-leu,-21.2196,55.3151,64.51,68,0,6.91,RE,1691697869
504,dolisie,-4.1997,12.6739,72.66,76,4,5.59,CG,1691697869
505,barranca,-10.75,-77.7667,69.04,73,18,13.31,PE,1691697869
506,hastings,50.8552,0.5729,70.9,30,34,4.54,GB,1691697870
507,okha,53.5739,142.9478,52.74,93,100,8.95,RU,1691697870
508,sao desiderio,-12.3633,-44.9733,90.7,21,99,6.33,BR,1691697870
509,gibraltar,36.1447,-5.3526,80.55,65,0,2.3,GI,1691697870
510,hasaki,35.7333,140.8333,81.3,88,10,10.47,JP,1691697870
511,magadan,59.5667,150.8,54.25,75,4,5.3,RU,1691697871
512,hammerfest,70.6634,23.6821,77.45,53,0,9.22,NO,1691697871
513,buulobarde,3.8538,45.5674,75.47,75,68,20.02,SO,1691697871
514,kapuskasing,49.4169,-82.4331,66.2,63,75,8.05,CA,1691697629
515,mersa matruh,31.3525,27.2453,80.8,65,0,9.22,EG,1691697871
516,weno,7.4515,151.8468,80.83,76,60,4.85,FM,1691697872
517,al qadarif,14.0349,35.3834,80.19,73,100,4.83,SD,1691697872
518,jitra,6.2681,100.4217,78.69,88,20,2.3,MY,1691697872
519,keflavik,64.0049,-22.5624,62.51,77,75,5.75,IS,1691697609
520,sinop,41.7711,34.8709,65.84,94,68,0.89,TR,1691697872
521,souillac,-20.5167,57.5167,70.18,83,40,1.14,MU,1691697872
522,nabire,-3.3667,135.4833,75.43,88,98,3.58,ID,1691697873
523,the pas,53.8251,-101.2541,62.62,59,40,12.66,CA,1691697873
524,obihiro,42.9172,143.2044,69.49,91,100,2.28,JP,1691697642
525,jiayuguan,39.8167,98.3,67.37,51,0,2.37,CN,1691697874
526,mumford,5.2618,-0.759,74.88,88,16,11.99,GH,1691697874
527,mahdishahr,35.7108,53.3556,72.86,28,0,4.92,IR,1691697874
528,pirapozinho,-22.2753,-51.5,92.68,22,0,8.05,BR,1691697874
529,yokadouma,3.5167,15.05,70.56,97,100,2.15,CM,1691697874
530,isfahan,32.6572,51.6776,78.44,17,0,5.32,IR,1691697619
531,choyr,46.3611,108.3611,62.28,80,11,7.87,MN,1691697875
532,ambon,-3.6954,128.1814,78.87,16,76,13.73,ID,1691697875
533,sal rei,16.1833,-22.9167,82.6,65,20,13.8,CV,1691697875
534,huntsville,34.7304,-86.5861,84.78,75,75,10.36,US,1691697875
535,grimstad,58.3405,8.5934,58.91,69,31,6.4,NO,1691697876
536,la paz,-16.5,-68.15,62.58,13,20,10.36,BO,1691697595
537,jurmala,56.968,23.7704,59.99,88,0,2.3,LV,1691697876
538,redencao,-4.2258,-38.7306,84.67,48,12,8.12,BR,1691697876
539,kununurra,-15.7667,128.7333,58.98,82,34,0.0,AU,1691697682
540,pontes e lacerda,-15.2261,-59.3353,100.33,17,0,9.08,BR,1691697807
541,pavlogradka,54.2024,73.5592,59.68,56,98,14.05,RU,1691697877
542,tangalle,6.024,80.7911,77.34,90,97,8.99,LK,1691697877
543,khombole,14.7667,-16.7,83.21,64,99,13.4,SN,1691697877
544,wladyslawowo,54.7909,18.4009,58.93,78,100,9.17,PL,1691697877
545,mar''ina horka,53.509,28.147,55.62,73,100,4.52,BY,1691697881
546,borba,-4.3878,-59.5939,92.62,43,87,4.43,BR,1691697881
547,zonguldak,41.25,31.8333,64.0,96,89,1.81,TR,1691697882
548,dawson creek,55.7666,-120.2362,65.84,52,40,17.27,CA,1691697618
549,sekondi-takoradi,4.934,-1.7137,75.15,85,99,9.13,GH,1691697882
550,abaza,52.655,90.0928,57.49,73,98,4.47,RU,1691697882
551,mary,37.0,62.5,84.94,21,0,8.48,TM,1691697883
552,saint-francois,46.4154,3.9054,76.44,53,0,2.3,FR,1691697883
553,port saint john's,-31.6229,29.5448,63.57,86,9,14.34,ZA,1691697883
554,kavaratti,10.5669,72.642,82.54,77,100,16.8,IN,1691697883
555,deqen,29.9618,90.7188,56.57,78,100,1.01,CN,1691697883
556,evinayong,1.4368,10.5512,68.11,98,98,1.81,GQ,1691697883
557,san martin,-33.081,-68.4681,68.54,21,0,10.36,AR,1691697884
558,sarigol,38.2395,28.6966,73.85,66,0,5.7,TR,1691697884
559,ga-kgapane,-23.6333,30.2167,59.25,51,47,1.97,ZA,1691697884
560,natal,-5.795,-35.2094,83.05,78,40,17.27,BR,1691697676
561,mega,4.05,38.3,62.92,60,18,9.22,ET,1691697884
562,ko lanta,7.5336,99.0865,82.02,77,63,8.77,TH,1691697884
563,whistler,50.1164,-122.9695,60.19,90,99,4.85,CA,1691697885
564,uyovu,-3.2833,31.5258,76.82,41,100,2.75,TZ,1691697885
565,puerto real,36.5282,-6.1901,91.62,65,0,8.05,ES,1691697885
566,magong,23.5654,119.5863,82.26,85,100,11.61,TW,1691697885
567,vytegra,61.0064,36.4481,61.54,79,12,1.54,RU,1691697885
568,luanda,-8.8368,13.2343,71.6,73,0,8.05,AO,1691697785
569,ocean shores,46.9737,-124.1563,72.45,82,7,7.96,US,1691697635
570,khash,28.2211,61.2158,81.12,17,0,3.67,IR,1691697887
571,maputo,-25.9653,32.5892,65.88,72,20,9.22,MZ,1691697887
572,anyksciai,55.5256,25.1026,56.97,75,100,6.42,LT,1691697887
573,lata,40.1629,-8.3327,73.92,78,0,3.85,PT,1691697887
574,las tablas,7.7667,-80.2833,87.22,67,77,5.82,PA,1691697888
575,kharp,66.8014,65.8081,47.73,89,9,4.52,RU,1691697888
576,hanceville,34.0607,-86.7675,88.9,66,79,7.0,US,1691697888
577,lira,2.235,32.9097,65.71,94,75,0.98,UG,1691697888
578,homestead meadows south,31.811,-106.1643,98.11,22,25,10.0,US,1691697888
579,mailsi,29.8003,72.1758,95.88,35,14,14.5,PK,1691697888
580,palmas,-10.2128,-48.3603,93.07,33,0,6.91,BR,1691697889
581,guozhen,34.3659,107.359,76.98,90,98,1.77,CN,1691697889
582,holbrook,40.8123,-73.0784,76.17,90,100,13.8,US,1691697889
